lengthscale l2regularizer rmse_mean rmse_median rmse_std pi_cov pi_sum
0.1 0.85 1.1462363 0.9949251 0.51328266 0.9019607843137255 46
0.1 0.55 1.1612442 1.0127615 0.53780776 0.9215686274509803 47
0.1 0.95 1.144314 1.0065113 0.51223785 0.9019607843137255 46
0.2 0.15 1.0023463 0.840196 0.4548973 0.9215686274509803 47
0.1 0.35 1.185242 1.0102092 0.57910967 0.9019607843137255 46
0.15 0.65 0.9637612 0.79447246 0.49339968 0.9411764705882353 48
0.15 0.1 0.9710329 0.79983795 0.5562094 0.9411764705882353 48
0.1 0.45 1.1487306 0.958577 0.5334234 0.9215686274509803 47
0.2 0.35 0.9926295 0.84793 0.44412035 0.9215686274509803 47
0.95 0.55 0.98569506 0.82727003 0.45849162 0.9215686274509803 47
0.95 1.0 0.9866807 0.82955426 0.457076 0.9215686274509803 47
0.15 0.6 0.9684073 0.7890588 0.48726836 0.9411764705882353 48
0.1 0.75 1.1509695 1.0159149 0.5202485 0.9019607843137255 46
0.15 0.5 0.986133 0.806821 0.5382116 0.9411764705882353 48
0.15 0.2 0.97669584 0.80118084 0.5681132 0.9411764705882353 48
0.2 0.3 0.993025 0.84384453 0.45087495 0.9215686274509803 47
0.2 0.25 0.9998251 0.8286638 0.4597232 0.8823529411764706 45
0.1 0.65 1.1641619 1.0288491 0.5250449 0.9019607843137255 46
0.95 0.1 0.9964116 0.8551049 0.4543957 0.9215686274509803 47
0.95 0.9 0.97160226 0.8291067 0.46685573 0.9215686274509803 47
0.95 0.15 0.99743783 0.85515386 0.45374173 0.9215686274509803 47
