lengthscale l2regularizer bae_rmse_mean bae_rmse_median bae_std bae_cov nll_bae_mean nll_bae_median
4.4 3.2 1.0092126 0.7919127 0.42750242 0.9019607843137255 0.94327384 0.9331893
4.35 3.0 1.0101149 0.79259646 0.4278898 0.9019607843137255 0.945894 0.93450594
4.45 0.85 1.0261592 0.80381316 0.42545676 0.9019607843137255 0.9765124 0.9860482
4.35 2.55 1.0106655 0.790668 0.42949852 0.9019607843137255 0.94956845 0.9374784
4.4 2.15 1.0136346 0.79330564 0.4295411 0.9019607843137255 0.9547494 0.9437655
4.4 2.2 1.0132699 0.793249 0.42950797 0.9019607843137255 0.9539912 0.9419659
4.4 2.1 1.0146652 0.7936039 0.42895037 0.9019607843137255 0.95596 0.9488466
4.35 3.8 1.0072745 0.7910745 0.42675248 0.9019607843137255 0.9408707 0.9303895
4.45 0.1 1.029847 0.803194 0.43037292 0.9215686274509803 0.9843688 0.9889226
4.4 3.45 1.0083622 0.79143155 0.42708233 0.9019607843137255 0.94192904 0.9318559
4.35 3.25 1.0091542 0.7919187 0.42747724 0.9019607843137255 0.9441035 0.9331218
4.4 3.5 1.0081785 0.7914667 0.42702705 0.9019607843137255 0.9413152 0.931604
4.4 3.9 1.0073158 0.791116 0.42622554 0.9019607843137255 0.9407628 0.9297107
4.35 4.25 1.0061029 0.78974986 0.42603323 0.9019607843137255 0.93802637 0.9285115
4.35 3.75 1.0070261 0.79110837 0.42717513 0.9019607843137255 0.9404087 0.93060744
4.4 3.85 1.0070579 0.79101104 0.42660272 0.9019607843137255 0.9404299 0.92992544
4.4 4.1 1.0065616 0.79111844 0.4261823 0.9019607843137255 0.9398652 0.9288982
4.4 3.95 1.0070028 0.7910607 0.42629555 0.9019607843137255 0.94004995 0.92949986
4.4 2.6 1.0105058 0.7905307 0.42917028 0.9019607843137255 0.9480729 0.9369143
4.4 4.55 1.0057019 0.7908927 0.42549857 0.9019607843137255 0.9380575 0.9271021
4.35 3.7 1.0077137 0.79135394 0.42678326 0.9019607843137255 0.94062346 0.93084466
4.35 3.9 1.0070474 0.79101175 0.42659423 0.9019607843137255 0.9405799 0.9299062
4.35 4.45 1.0060787 0.7911252 0.42560193 0.9019607843137255 0.9373556 0.9276773
4.4 2.7 1.0099788 0.79042566 0.4290664 0.9019607843137255 0.9470461 0.9362414
4.4 2.95 1.0099505 0.7922228 0.42804548 0.9019607843137255 0.9462359 0.9346349
4.3 3.5 1.0085012 0.79156184 0.42710876 0.9019607843137255 0.94226694 0.9320169
4.35 4.4 1.0063218 0.7907436 0.425499 0.9019607843137255 0.93885523 0.9278108
4.4 3.0 1.0098368 0.7921412 0.42791206 0.9019607843137255 0.9460966 0.9342936
4.45 2.75 1.009365 0.79027855 0.42908984 0.9019607843137255 0.94677275 0.9356831
4.4 3.05 1.0093789 0.7914995 0.42803147 0.9019607843137255 0.94507986 0.9340526
4.35 4.5 1.0060924 0.7909255 0.42540488 0.9019607843137255 0.9373184 0.9274447
4.35 4.7 1.0058686 0.79091567 0.42506272 0.9019607843137255 0.9373431 0.9268005
4.45 1.5 1.0194567 0.7964148 0.42958835 0.9019607843137255 0.96609235 0.96790326
4.45 1.4 1.0206608 0.8019544 0.4242627 0.9019607843137255 0.96562195 0.9774084
4.35 4.6 1.006065 0.7908851 0.42516258 0.9019607843137255 0.9375828 0.9271162
4.4 0.15 1.0306987 0.80227625 0.43460485 0.9215686274509803 0.9879565 0.9836577
4.4 0.2 1.0296224 0.8015451 0.43519118 0.9215686274509803 0.9834897 0.9769064
4.35 4.75 1.0057946 0.79085803 0.42490068 0.9019607843137255 0.9369566 0.9266021
4.35 4.3 1.0059502 0.78970975 0.4259244 0.9019607843137255 0.9377169 0.9282067
4.4 3.55 1.0080409 0.791376 0.42693517 0.9019607843137255 0.9410729 0.931357
4.35 4.65 1.005936 0.79105514 0.42514846 0.9019607843137255 0.93716335 0.92695284
4.4 3.6 1.007918 0.79151636 0.42685047 0.9019607843137255 0.9404771 0.93111455
4.35 4.85 1.0053375 0.7896295 0.42484525 0.9019607843137255 0.9375623 0.9263049
4.45 1.1 1.0236346 0.80297714 0.4251248 0.9019607843137255 0.97125036 0.985052
4.4 3.8 1.007558 0.7911897 0.4264028 0.9019607843137255 0.9406727 0.9301441
4.4 3.7 1.007376 0.7906356 0.42684737 0.9019607843137255 0.9401253 0.93064386
4.4 0.45 1.0301592 0.80102444 0.43275777 0.9215686274509803 0.9877281 0.9871528
4.4 3.75 1.0070437 0.79107463 0.42700446 0.9019607843137255 0.9406216 0.93041563
4.4 1.15 1.0233041 0.7968422 0.4300346 0.9019607843137255 0.97535247 0.9831362
4.4 1.25 1.0229547 0.7977865 0.42937312 0.9019607843137255 0.9733247 0.9809785
4.4 0.8 1.0276433 0.79984 0.43057272 0.9215686274509803 0.9829793 0.98543036
4.4 3.65 1.0075907 0.7913558 0.4269067 0.9019607843137255 0.9412268 0.9308773
4.4 1.4 1.0212964 0.79706466 0.42931327 0.9019607843137255 0.97092646 0.9773923
4.4 4.4 1.0064551 0.7909931 0.42525443 0.9019607843137255 0.9385123 0.92762935
4.45 0.45 1.030949 0.8004588 0.43448505 0.9215686274509803 0.98856497 0.9901682
4.4 1.55 1.018876 0.7954429 0.42962578 0.9019607843137255 0.96501404 0.9665265
4.4 0.55 1.0296078 0.8004879 0.43241194 0.9215686274509803 0.9873974 0.9883846
4.45 0.35 1.0307181 0.8008559 0.43371877 0.9215686274509803 0.9886351 0.9881933
4.4 1.0 1.0254778 0.7984711 0.43012443 0.9019607843137255 0.97865087 0.98481154
4.4 0.7 1.0281514 0.8006793 0.43123776 0.9215686274509803 0.9842191 0.98294246
4.45 2.1 1.0139618 0.80052555 0.4237529 0.9019607843137255 0.9515279 0.9441027
4.4 4.2 1.0059924 0.7895378 0.4261026 0.9019607843137255 0.9390893 0.92851245
4.4 4.0 1.0062407 0.78955436 0.4265541 0.9019607843137255 0.93982697 0.9292934
4.4 4.35 1.0064782 0.7912071 0.4254251 0.9019607843137255 0.93837124 0.92784387
4.4 4.3 1.0064697 0.7910755 0.42564553 0.9019607843137255 0.9385577 0.9281416
4.5 1.0 1.0249279 0.79867005 0.42994118 0.9019607843137255 0.978602 0.9879936
4.4 4.25 1.0064728 0.7911624 0.4257048 0.9019607843137255 0.9380571 0.92820454
4.4 1.05 1.0254191 0.79920024 0.42966133 0.9019607843137255 0.9790595 0.98712623
4.4 1.45 1.0195409 0.79590356 0.43018106 0.9019607843137255 0.96741873 0.9713075
4.4 1.5 1.0193685 0.79566455 0.4297364 0.9019607843137255 0.96592015 0.968788
4.45 0.9 1.0262086 0.79921687 0.43043247 0.9215686274509803 0.98109585 0.98842347
4.4 2.0 1.0146145 0.7937844 0.42966998 0.9019607843137255 0.95692444 0.94838786
4.4 4.7 1.0055077 0.7901268 0.425116 0.9019607843137255 0.9368711 0.92662334
4.4 1.6 1.0181538 0.7952342 0.42991668 0.9019607843137255 0.96439177 0.9647902
4.4 1.8 1.0170982 0.79439133 0.42920333 0.9019607843137255 0.9613581 0.9602102
4.45 0.75 1.027613 0.79981595 0.43095896 0.9215686274509803 0.98395413 0.985096
4.4 1.9 1.0154228 0.7941853 0.4297437 0.9019607843137255 0.95941824 0.95425963
4.4 1.1 1.024538 0.7986975 0.42979762 0.9019607843137255 0.9762233 0.9846232
4.4 4.6 1.0059787 0.79091954 0.42509833 0.9019607843137255 0.9378477 0.92694044
4.45 3.45 1.0078772 0.7982474 0.42097092 0.9019607843137255 0.9398031 0.9302362
4.45 1.3 1.0215772 0.7974084 0.42980367 0.9019607843137255 0.9715372 0.9796652
4.45 1.0 1.0239874 0.8013796 0.42564216 0.9019607843137255 0.97325945 0.98700845
4.4 2.65 1.0100163 0.7905161 0.42930752 0.9019607843137255 0.9480999 0.93657845
4.45 0.4 1.0298575 0.80149597 0.4325782 0.9215686274509803 0.9876392 0.98691654
4.45 0.05 1.0310582 0.8023713 0.43333796 0.9215686274509803 0.98903656 0.9855226
4.45 1.55 1.0184422 0.7952596 0.4298727 0.9019607843137255 0.9640481 0.9656598
4.5 0.05 1.0287889 0.8036399 0.42975947 0.9215686274509803 0.9813979 0.97993565
4.45 0.55 1.0292541 0.8005301 0.43197018 0.9215686274509803 0.9876935 0.987199
4.45 1.7 1.0175503 0.7948545 0.4294054 0.9019607843137255 0.9626791 0.9612894
4.4 2.55 1.0111367 0.7916964 0.4290931 0.9019607843137255 0.9487307 0.9372622
4.4 2.4 1.0125085 0.79293865 0.4288549 0.9019607843137255 0.95202065 0.9382858
4.4 2.5 1.012084 0.79264414 0.4286597 0.9019607843137255 0.95092773 0.9376236
4.4 3.15 1.0091679 0.7918719 0.42775765 0.9019607843137255 0.94420224 0.93347156
4.45 0.7 1.0277685 0.80006194 0.43109664 0.9215686274509803 0.9840748 0.98321664
4.4 2.85 1.0099005 0.791213 0.42841017 0.9019607843137255 0.9462276 0.9352541
4.45 4.9 1.0056804 0.80000806 0.41823214 0.9019607843137255 0.934709 0.92380726
4.4 3.35 1.0084205 0.7909252 0.42740342 0.9019607843137255 0.9429602 0.93237364
4.5 0.15 1.0296413 0.80560964 0.42893848 0.9215686274509803 0.9844882 0.987803
4.4 3.25 1.0089818 0.7916775 0.4274482 0.9019607843137255 0.9429305 0.932912
4.45 1.45 1.0194739 0.7958119 0.4299116 0.9019607843137255 0.9663872 0.9702519
4.4 2.75 1.0095137 0.79033864 0.4291305 0.9019607843137255 0.9470746 0.93588954
4.45 4.35 1.0063081 0.799832 0.41916543 0.9019607843137255 0.93526477 0.9259592
4.45 1.35 1.0213495 0.7971343 0.4295609 0.9019607843137255 0.9704969 0.97810715
4.5 0.3 1.0295923 0.80627096 0.42872497 0.9215686274509803 0.98362607 0.9871834
4.45 2.9 1.0100116 0.79224926 0.42805803 0.9019607843137255 0.94638276 0.9347153
4.45 2.55 1.0103348 0.7905342 0.4294074 0.9019607843137255 0.9489064 0.937055
4.45 2.85 1.0094632 0.7918025 0.42868772 0.9019607843137255 0.9457782 0.9350208
4.45 2.2 1.0131178 0.7930547 0.42945328 0.9019607843137255 0.9536441 0.9414341
4.45 1.15 1.0236124 0.79676116 0.42947748 0.9019607843137255 0.97470474 0.9825088
4.45 1.2 1.0228392 0.7963805 0.42954835 0.9019607843137255 0.973779 0.98183835
4.5 0.8 1.0267693 0.8043965 0.4256903 0.9215686274509803 0.98016495 0.98911345
4.4 4.45 1.0061436 0.79109854 0.42536032 0.9019607843137255 0.9372664 0.9274579
4.45 1.6 1.0182763 0.79514945 0.42954242 0.9019607843137255 0.9636428 0.9639039
4.5 3.65 1.0073413 0.79119426 0.42678225 0.9019607843137255 0.9408517 0.93048364
4.45 4.95 1.0057279 0.8000323 0.41811755 0.9019607843137255 0.9345205 0.92363214
4.45 3.4 1.0083302 0.7915019 0.427154 0.9019607843137255 0.9418399 0.9319087
4.4 4.75 1.0056906 0.79088956 0.4248563 0.9019607843137255 0.9370899 0.9264344
4.45 2.0 1.0152589 0.79370165 0.42909735 0.9019607843137255 0.95692235 0.9495248
4.45 3.6 1.0079317 0.79163814 0.42669043 0.9019607843137255 0.94089323 0.9309069
4.45 2.3 1.012459 0.7928704 0.42932746 0.9019607843137255 0.9522686 0.9388318
4.45 2.45 1.0116581 0.7915654 0.42887414 0.9019607843137255 0.95069665 0.9377011
4.45 2.35 1.012544 0.79299736 0.42896375 0.9019607843137255 0.952099 0.93845284
4.4 4.05 1.0061579 0.789426 0.426447 0.9019607843137255 0.93973327 0.929091
4.45 3.35 1.0086659 0.79155266 0.42709932 0.9019607843137255 0.9439276 0.9321598
4.45 2.4 1.0122888 0.7928636 0.42885667 0.9019607843137255 0.9515784 0.93807983
4.4 4.65 1.0058177 0.79091036 0.4250961 0.9019607843137255 0.9373245 0.92678213
4.5 1.3 1.0209697 0.8020471 0.4247986 0.9019607843137255 0.96708304 0.9797261
4.4 4.85 1.005196 0.7896184 0.42483225 0.9019607843137255 0.9373769 0.926136
4.45 4.3 1.0059158 0.78965795 0.42566216 0.9019607843137255 0.93800664 0.92784166
4.45 4.65 1.0057441 0.79089546 0.4250193 0.9019607843137255 0.9372081 0.926607
4.45 2.8 1.009391 0.7909758 0.4289714 0.9019607843137255 0.9461424 0.93534815
4.45 3.1 1.0092412 0.7919978 0.42777032 0.9019607843137255 0.944307 0.93355054
4.4 4.9 1.0053271 0.7903706 0.42474464 0.9019607843137255 0.9366355 0.92586255
4.45 2.95 1.0098056 0.79216456 0.42798778 0.9019607843137255 0.9459524 0.93442464
4.45 0.15 1.0299126 0.8016335 0.43464562 0.9215686274509803 0.9867525 0.9861868
4.45 0.2 1.0303708 0.8014689 0.43365037 0.9215686274509803 0.9887311 0.98558486
4.45 3.05 1.009217 0.79127634 0.4279778 0.9019607843137255 0.9446509 0.9338447
4.45 0.3 1.0306145 0.80169976 0.43364236 0.9215686274509803 0.988048 0.9854511
4.45 2.15 1.0134772 0.79327166 0.42950308 0.9019607843137255 0.95353824 0.9429536
4.4 4.95 1.0048096 0.7891102 0.42487973 0.9019607843137255 0.93622535 0.925618
4.4 5.0 1.0052112 0.78999186 0.42455631 0.9019607843137255 0.9362912 0.9254173
4.45 3.25 1.009 0.7916299 0.42726424 0.9019607843137255 0.9442771 0.93270576
4.45 0.5 1.0295922 0.80031574 0.43177262 0.9215686274509803 0.9857986 0.9825385
4.45 3.55 1.0080041 0.79141575 0.4268092 0.9019607843137255 0.9412132 0.9311567
4.45 3.7 1.0076764 0.7914525 0.42650586 0.9019607843137255 0.94046617 0.9304472
4.45 0.6 1.0289139 0.80075014 0.43127805 0.9215686274509803 0.98682016 0.9874021
4.45 3.65 1.0075158 0.79132086 0.42680308 0.9019607843137255 0.9410773 0.9306711
4.45 4.2 1.0064358 0.79131305 0.42583695 0.9019607843137255 0.9390592 0.9283281
4.5 1.85 1.0153267 0.80073607 0.42437258 0.9019607843137255 0.95629805 0.95455265
4.45 3.75 1.0066973 0.7905921 0.4270923 0.9019607843137255 0.93982047 0.93021977
4.45 3.95 1.0068766 0.7909531 0.42623734 0.9019607843137255 0.9397843 0.92930883
4.45 3.8 1.0073113 0.7910106 0.4264152 0.9019607843137255 0.94028884 0.9299968
4.5 0.55 1.0290667 0.8007654 0.43148956 0.9215686274509803 0.98741436 0.9865959
4.45 3.9 1.0070301 0.79108673 0.42629215 0.9019607843137255 0.94021684 0.9295181
4.5 0.65 1.0283183 0.8004155 0.4310485 0.9215686274509803 0.9852261 0.9845203
4.45 0.65 1.0296011 0.80026776 0.43207648 0.9215686274509803 0.98709935 0.9891226
4.45 3.5 1.0080851 0.7914369 0.42694032 0.9019607843137255 0.9411823 0.9313933
4.5 1.05 1.0241596 0.79876363 0.43007678 0.9019607843137255 0.9774973 0.98493934
4.5 0.75 1.0275424 0.7997308 0.4308506 0.9215686274509803 0.98489714 0.9879869
4.45 0.8 1.0272576 0.800047 0.43051574 0.9215686274509803 0.9829323 0.9860531
4.5 1.1 1.0238451 0.79851687 0.42973042 0.9019607843137255 0.9755249 0.98340356
4.45 4.0 1.006639 0.7910376 0.42628276 0.9019607843137255 0.9397159 0.9291036
4.45 1.25 1.0216602 0.79620445 0.43007207 0.9019607843137255 0.97056323 0.978602
4.5 2.15 1.0133591 0.8001307 0.4236376 0.9019607843137255 0.9505513 0.9416628
4.45 4.55 1.0059065 0.7908803 0.42514208 0.9019607843137255 0.93701905 0.9269235
4.45 4.7 1.0053056 0.7902522 0.42505676 0.9019607843137255 0.93733907 0.9264128
4.5 0.7 1.0278744 0.7999104 0.43101013 0.9215686274509803 0.9854586 0.98796916
4.45 4.75 1.005709 0.79074204 0.42469776 0.9019607843137255 0.9371801 0.92626214
4.5 1.25 1.0224866 0.79752445 0.42938283 0.9019607843137255 0.972349 0.9807557
4.5 0.2 1.0307199 0.80125517 0.4343581 0.9215686274509803 0.98702973 0.9789177
4.45 1.05 1.0248932 0.7988963 0.42967558 0.9019607843137255 0.977022 0.9853898
4.45 4.8 1.0052505 0.790446 0.42487532 0.9019607843137255 0.9372837 0.9261149
4.4 4.5 1.0059906 0.79088634 0.42534363 0.9019607843137255 0.93719465 0.92726576
4.5 1.55 1.0184985 0.79514587 0.42969054 0.9019607843137255 0.96417236 0.96483195
4.5 0.85 1.0266538 0.799504 0.43015736 0.9215686274509803 0.9822035 0.98603684
4.45 1.9 1.015573 0.7941001 0.42958602 0.9019607843137255 0.9586274 0.95358217
4.55 0.2 1.0311302 0.80106914 0.43297276 0.9215686274509803 0.9903281 0.98645294
4.5 0.1 1.0300702 0.8010512 0.43358865 0.9215686274509803 0.98871595 0.9857795
4.5 0.35 1.0311899 0.8022177 0.43394682 0.9215686274509803 0.9893856 0.9889499
4.45 1.65 1.0177208 0.7948078 0.4295507 0.9019607843137255 0.962506 0.9616846
4.5 0.4 1.0303919 0.8015992 0.43282732 0.9215686274509803 0.9873962 0.98445255
4.5 2.1 1.0139041 0.7932774 0.4293221 0.9019607843137255 0.95429236 0.94372284
4.45 1.75 1.0165558 0.7944858 0.42971057 0.9019607843137255 0.96030664 0.9574815
4.45 1.8 1.016788 0.79436016 0.42913166 0.9019607843137255 0.9604787 0.95928025
4.5 0.95 1.0253739 0.79888296 0.43015394 0.9019607843137255 0.9797258 0.9862938
4.45 0.25 1.0303887 0.80104524 0.4331561 0.9215686274509803 0.98815364 0.98571014
4.5 4.05 1.0066363 0.7996255 0.41966674 0.9019607843137255 0.93724155 0.92698723
4.45 1.85 1.0166879 0.79406023 0.42902008 0.9019607843137255 0.95951384 0.9573821
4.5 1.15 1.0231532 0.7957907 0.42957857 0.9019607843137255 0.9743983 0.98357177
4.45 1.95 1.0151846 0.7938732 0.4295267 0.9019607843137255 0.9578779 0.95163906
4.5 2.2 1.0132118 0.79307866 0.42919746 0.9019607843137255 0.9529052 0.9406482
4.5 1.2 1.0233766 0.79788315 0.42920044 0.9019607843137255 0.9739256 0.9814426
4.5 4.7 1.0057534 0.7997922 0.41852382 0.9019607843137255 0.93475085 0.92451966
4.5 2.25 1.0129511 0.7928984 0.4290818 0.9019607843137255 0.9523874 0.939028
4.55 0.4 1.0299577 0.8059783 0.42808893 0.9215686274509803 0.9836166 0.98846877
4.45 2.25 1.0131544 0.7930113 0.42909792 0.9019607843137255 0.9528555 0.939792
4.5 2.75 1.0097328 0.7919008 0.4287728 0.9019607843137255 0.94643503 0.93547153
4.5 1.4 1.0198683 0.7960907 0.42997184 0.9019607843137255 0.96724343 0.97191346
4.5 2.7 1.009654 0.7910181 0.42900193 0.9019607843137255 0.9471285 0.93581027
4.55 1.7 1.0162348 0.7934033 0.42998362 0.9019607843137255 0.960948 0.9575027
4.45 2.5 1.0114877 0.79239225 0.4289509 0.9019607843137255 0.94990015 0.93740857
4.45 3.0 1.0097123 0.79217434 0.42782396 0.9019607843137255 0.945129 0.9341222
4.55 3.4 1.0080423 0.7907407 0.4270072 0.9019607843137255 0.94102794 0.93150145
4.5 1.9 1.01536 0.7941081 0.42967272 0.9019607843137255 0.9569085 0.95271707
4.5 1.5 1.0190943 0.7957665 0.4296344 0.9019607843137255 0.96533585 0.96705246
4.5 1.45 1.0192722 0.7955736 0.4298898 0.9019607843137255 0.9660809 0.96935797
4.45 2.65 1.0104492 0.7914189 0.42889988 0.9019607843137255 0.94757366 0.9363625
4.45 3.3 1.0085236 0.79093385 0.42737198 0.9019607843137255 0.9421907 0.93243504
4.45 3.15 1.0090253 0.79182345 0.42770225 0.9019607843137255 0.9440172 0.9332639
4.45 2.7 1.0098854 0.79131705 0.42907354 0.9019607843137255 0.94731593 0.93601364
4.55 0.7 1.0279882 0.8044702 0.4268398 0.9215686274509803 0.98100734 0.9899137
4.45 3.2 1.0088679 0.7917382 0.42759642 0.9019607843137255 0.94364077 0.9329716
4.45 4.4 1.0061138 0.79102427 0.42538306 0.9019607843137255 0.9373048 0.9274514
4.45 4.85 1.005552 0.7908804 0.42460468 0.9019607843137255 0.93713385 0.92597044
4.45 4.5 1.0059199 0.7908912 0.4252624 0.9019607843137255 0.93706226 0.9270908
4.5 2.4 1.0117532 0.7917724 0.42897454 0.9019607843137255 0.9512995 0.93787146
4.45 4.15 1.0059409 0.78934264 0.42613623 0.9019607843137255 0.93913645 0.9285176
4.45 4.25 1.0058386 0.7895035 0.42585346 0.9019607843137255 0.937748 0.92802244
4.5 2.3 1.012921 0.79306036 0.42879227 0.9019607843137255 0.9529678 0.94036937
4.45 4.45 1.0063254 0.79099596 0.42508128 0.9019607843137255 0.9384033 0.92728174
4.5 2.8 1.0092403 0.79102474 0.42885467 0.9019607843137255 0.94600993 0.9351468
4.45 4.05 1.0065545 0.79104435 0.4261892 0.9019607843137255 0.93961 0.9289025
4.5 4.1 1.0064374 0.79965305 0.4196786 0.9019607843137255 0.9370534 0.9267788
4.5 2.85 1.0099344 0.7911002 0.42811438 0.9019607843137255 0.9453883 0.934829
4.5 2.35 1.0120847 0.79292065 0.42916888 0.9019607843137255 0.951497 0.93824506
4.45 3.85 1.0069414 0.7909827 0.42653966 0.9019607843137255 0.9403796 0.9297316
4.5 2.9 1.0095435 0.79102075 0.428144 0.9019607843137255 0.945568 0.9345078
4.5 4.2 1.0058681 0.7896482 0.4259252 0.9019607843137255 0.93876386 0.9281467
4.5 4.25 1.0060862 0.7894848 0.42552766 0.9019607843137255 0.93874854 0.9278432
4.55 1.9 1.0148982 0.7927912 0.42970866 0.9019607843137255 0.9565809 0.9518653
4.5 3.1 1.0091242 0.7919487 0.42769527 0.9019607843137255 0.9441151 0.93334705
4.5 3.15 1.0088687 0.7917001 0.427655 0.9019607843137255 0.9440995 0.9330481
4.55 1.95 1.014675 0.8006222 0.42393214 0.9019607843137255 0.95398575 0.9497516
4.5 0.25 1.0315328 0.80111384 0.4363693 0.9215686274509803 0.989913 0.99016374
4.5 3.2 1.0085373 0.791109 0.42765763 0.9019607843137255 0.9433367 0.9327778
4.45 4.6 1.0058129 0.79087126 0.42508617 0.9019607843137255 0.9368758 0.92676806
4.5 3.25 1.0087217 0.7916355 0.42731056 0.9019607843137255 0.94328386 0.93249226
4.5 0.9 1.0261847 0.7990389 0.43002486 0.9019607843137255 0.9801474 0.9862242
4.5 4.75 1.0053817 0.79011273 0.42474556 0.9019607843137255 0.9369224 0.9260974
4.5 0.45 1.0299692 0.8009246 0.43182173 0.9215686274509803 0.9871953 0.9856006
4.45 5.0 1.0049849 0.78950375 0.42452177 0.9019607843137255 0.9368742 0.9255533
4.5 0.5 1.0302731 0.80098164 0.43322814 0.9215686274509803 0.9865546 0.98380244
4.5 2.95 1.0096645 0.79210854 0.42792988 0.9019607843137255 0.9456771 0.9342193
4.5 4.9 1.0049554 0.789369 0.42464435 0.9019607843137255 0.93629974 0.9253056
4.5 4.95 1.005102 0.79078007 0.42460337 0.9019607843137255 0.93685484 0.9250576
4.5 4.5 1.0058631 0.7908757 0.42517662 0.9019607843137255 0.9370515 0.9269149
4.5 3.75 1.0067476 0.7910125 0.42692575 0.9019607843137255 0.94002825 0.9300196
4.5 0.6 1.028931 0.8002423 0.43171167 0.9215686274509803 0.9856479 0.9834044
4.55 0.05 1.0308299 0.8019066 0.43395767 0.9215686274509803 0.9892505 0.98714423
4.55 0.3 1.0307015 0.8009111 0.43216485 0.9215686274509803 0.98980755 0.9860596
4.55 2.45 1.0115141 0.79975194 0.42288476 0.9019607843137255 0.947228 0.9364989
4.5 3.7 1.0074749 0.79140365 0.4265062 0.9019607843137255 0.9400344 0.9302451
4.55 0.75 1.027432 0.79975647 0.43088606 0.9215686274509803 0.98469716 0.9883878
4.5 4.3 1.0063899 0.79136467 0.42533234 0.9019607843137255 0.9380645 0.92762417
4.5 3.9 1.0069299 0.7910517 0.42622072 0.9019607843137255 0.9400635 0.9293289
4.55 0.85 1.0263335 0.7993482 0.43041787 0.9215686274509803 0.9827361 0.9882728
4.55 0.9 1.0254016 0.79899853 0.4306673 0.9019607843137255 0.98092777 0.9881613
4.5 3.8 1.0069957 0.7911289 0.4265135 0.9019607843137255 0.9403875 0.92979765
4.55 1.2 1.0220429 0.79770684 0.4299862 0.9019607843137255 0.9720283 0.98134625
4.5 4.0 1.00654 0.79099035 0.42621025 0.9019607843137255 0.93952566 0.92891693
4.5 4.35 1.0059923 0.7898929 0.42531657 0.9019607843137255 0.93849915 0.92744887
4.5 3.55 1.0078017 0.79127634 0.42680237 0.9019607843137255 0.9405766 0.9309504
4.55 1.0 1.0247964 0.7990117 0.43021545 0.9019607843137255 0.9773906 0.98546684
4.5 1.6 1.0180695 0.79507124 0.42962927 0.9019607843137255 0.96314436 0.96261364
4.5 1.35 1.0214115 0.79705733 0.42930353 0.9019607843137255 0.9702728 0.9779004
4.6 0.85 1.0259002 0.7993035 0.43064582 0.9215686274509803 0.98175806 0.9868715
4.55 1.1 1.0242367 0.7981057 0.4292415 0.9019607843137255 0.9756903 0.98257
4.55 1.05 1.0242585 0.79842085 0.43002084 0.9019607843137255 0.9771107 0.98624635
4.5 1.75 1.017079 0.79440475 0.42913446 0.9019607843137255 0.9613154 0.96064806
4.5 1.7 1.017249 0.79452425 0.429388 0.9019607843137255 0.9622233 0.9604427
4.5 2.0 1.0150734 0.7936061 0.42906746 0.9019607843137255 0.95655036 0.94868803
4.5 4.65 1.0056659 0.79085726 0.42494798 0.9019607843137255 0.9367326 0.92643845
4.55 4.5 1.0061074 0.8000879 0.41867134 0.9019607843137255 0.9349752 0.9250331
4.55 4.2 1.0063362 0.79975486 0.41931677 0.9019607843137255 0.9367134 0.926202
4.55 3.5 1.0074189 0.79834497 0.4208076 0.9019607843137255 0.938299 0.9295377
4.5 1.65 1.017899 0.79376626 0.4292128 0.9019607843137255 0.9642918 0.96631086
4.5 4.8 1.0047845 0.78924114 0.42498973 0.9019607843137255 0.9372411 0.92582095
4.5 2.65 1.0100191 0.7913616 0.4290686 0.9019607843137255 0.94751865 0.93614376
4.55 0.5 1.0295473 0.80065924 0.43165776 0.9215686274509803 0.9875223 0.98714864
4.5 2.05 1.0145494 0.7934559 0.42913833 0.9019607843137255 0.9565337 0.9487666
4.5 2.45 1.0118712 0.7926598 0.4287073 0.9019607843137255 0.95070386 0.9375042
4.55 0.55 1.0290834 0.80108213 0.43120837 0.9215686274509803 0.987556 0.98704636
4.5 1.8 1.0167468 0.79421484 0.42911023 0.9019607843137255 0.9603529 0.95864797
4.45 2.05 1.014711 0.7935453 0.42918837 0.9019607843137255 0.9554216 0.94740343
4.55 0.6 1.0288916 0.80097294 0.43105876 0.9215686274509803 0.98715585 0.9879898
4.5 3.95 1.0067724 0.79090405 0.42616835 0.9019607843137255 0.9398854 0.92912096
4.5 1.95 1.0146899 0.7937908 0.42974702 0.9019607843137255 0.95780087 0.9509034
4.5 4.55 1.0058004 0.79084766 0.4250897 0.9019607843137255 0.93700296 0.9267577
4.5 2.5 1.0112731 0.79115665 0.4287554 0.9019607843137255 0.950342 0.9372002
4.55 0.15 1.0298039 0.8000507 0.4335983 0.9215686274509803 0.98713255 0.9824848
4.55 0.1 1.0316732 0.8014451 0.43343514 0.9215686274509803 0.991138 0.9868241
4.5 2.6 1.0102811 0.7914572 0.42915583 0.9019607843137255 0.9480533 0.93650234
4.55 1.15 1.0229604 0.79573685 0.42947528 0.9019607843137255 0.97416025 0.98300827
4.5 3.0 1.0095598 0.7920759 0.42777097 0.9019607843137255 0.9448481 0.93390524
4.5 3.05 1.0091379 0.7913977 0.427881 0.9019607843137255 0.94453734 0.93363893
4.55 2.9 1.0096283 0.79161835 0.42801276 0.9019607843137255 0.9454792 0.93432266
4.55 3.15 1.0087671 0.7917342 0.42757598 0.9019607843137255 0.943522 0.9328463
4.55 5.0 1.0053333 0.8005163 0.4181269 0.9019607843137255 0.9353339 0.9235339
