lengthscale l2regularizer rmse_mean rmse_median rmse_std pi_cov pi_sum nll_mean nll_median nll_std
0.9 0.4 0.9675296 0.82628906 0.47096106 0.9215686274509803 47 1.0409852 0.9600556 0.25462788
0.9 0.2 0.9667972 0.8258951 0.47132498 0.9215686274509803 47 1.0386736 0.9589479 0.25297838
0.9 0.25 0.9667119 0.8260894 0.4712869 0.9215686274509803 47 1.0377849 0.9586277 0.25078198
0.8 0.15 0.9635865 0.8257861 0.4736796 0.9215686274509803 47 1.0371912 0.9596465 0.24994126
0.65 0.4 0.962824 0.82477 0.47719523 0.9215686274509803 47 1.0317099 0.9588061 0.24908265
0.8 0.25 0.966081 0.8259827 0.47141302 0.9215686274509803 47 1.0378342 0.9611089 0.24997272
0.3 0.5 0.9008107 0.7638291 0.44500798 0.9607843137254902 49 1.0295346 0.9490892 0.22012663
0.45 0.5 0.918225 0.7389436 0.48478186 0.9607843137254902 49 1.0235132 0.92897314 0.27780005
0.85 0.75 0.9689329 0.8273742 0.4695681 0.9215686274509803 47 1.0414212 0.96498835 0.25398108
0.85 0.2 0.96616876 0.82594573 0.4714788 0.9215686274509803 47 1.0372702 0.95904964 0.24976459
0.85 0.8 0.97131383 0.8276116 0.46761093 0.9215686274509803 47 1.0423626 0.96617746 0.25359556
0.9 0.65 0.96895945 0.82729256 0.4694653 0.9215686274509803 47 1.0424467 0.9651152 0.2547862
0.85 0.15 0.9662312 0.8262816 0.4714072 0.9215686274509803 47 1.0379125 0.9594238 0.25114992
0.6 0.85 0.9317878 0.78089494 0.48060638 0.9411764705882353 48 1.0143527 0.91865516 0.2503257
0.9 0.05 0.9669803 0.8259076 0.4710396 0.9215686274509803 47 1.0380962 0.9585486 0.251638683
0.85 0.6 0.9679963 0.8267957 0.47069958 0.9215686274509803 47 1.0398971 0.96102 0.25339416
0.95 0.9 0.97561854 0.82900906 0.46389243 0.9215686274509803 47 1.0540808 0.98161453 0.25824082
0.95 0.25 0.97454464 0.8261612 0.46523288 0.9215686274509803 47 1.0435236 0.95910263 0.2535875
0.85 0.95 0.97219306 0.82821435 0.46670514 0.9215686274509803 47 1.0437071 0.970484 0.25377896
0.95 0.05 0.9920963 0.8336892 0.4556443 0.9215686274509803 47 1.0511191 0.97881246 0.24816954
0.9 0.45 0.96990615 0.82656866 0.46919957 0.9215686274509803 47 1.0407945 0.95996463 0.2537611
1.0 0.85 0.9973227 0.85051864 0.4528267 0.9215686274509803 47 1.0652473 1.008014 0.25499734
0.45 0.85 0.93314 0.7482804 0.47599462 0.9411764705882353 48 1.0286992 0.9322835 0.27761185
0.8 0.4 0.96572715 0.82576716 0.47214374 0.9215686274509803 47 1.0378019 0.9593326 0.25104022
0.9 0.1 0.96881676 0.8261646 0.46911305 0.9215686274509803 47 1.0406692 0.9600524 0.25304374
0.9 0.85 0.97047424 0.82833564 0.4680019 0.9215686274509803 47 1.0434456 0.9706993 0.25412923
0.8 0.5 0.9668964 0.8261306 0.47146904 0.9215686274509803 47 1.0381612 0.95871747 0.25155964
0.9 0.5 0.97074336 0.8266899 0.46817124 0.9215686274509803 47 1.0407873 0.96124434 0.2533592
0.9 0.15 0.9667429 0.8260849 0.47128984 0.9215686274509803 47 1.0400805 0.95898646 0.25382894
0.7 0.55 0.96828747 0.82574093 0.47032607 0.9215686274509803 47 1.0373508 0.95856285 0.24882935
0.35 0.4 0.9267699 0.79969376 0.4215894 0.9411764705882353 48 1.0580027 0.95036685 0.25707728
0.9 0.75 0.9695486 0.8278754 0.4689021 0.9215686274509803 47 1.0426018 0.9678447 0.25439307
0.4 0.8 0.9231755 0.7949862 0.42647257 0.9607843137254902 49 1.043712 0.9648111 0.2640323
0.85 0.3 0.9665124 0.82605034 0.4713611 0.9215686274509803 47 1.0381861 0.95927703 0.25167227
0.65 0.35 0.9632767 0.8263208 0.47628936 0.9215686274509803 47 1.0319881 0.95951605 0.24828754
